,id,title,description
1565,667511,Numerical Methods,"12 HEQF credits, 3 lectures per week, 1 double tutorial per week.   Prerequisites: At least 40% in MAM2080W or equivalent courses.   Course outline: Computational issues: finite precision, speed of algorithm, Matlab Polynomial interpolation: Lagrange form, Newton Form, error formulae, splines. Solutions to non-linear equations: bisection method, inverse interpolation, Newton's method in one dimension, error formulae, rates of convergence, Newton's method for systems. Solutions to linear equations: Gaussian elimination, pivoting, LU factorisation, QR factorisation, iterative methods. Numerical differentiation: derivation of finite difference formulae. Numerical integration: derivation of Newton-Cotes formulae, adaptive composite trapezium rule, Gaussian integration. Solutions to systems of explicit first-order ODEs: Euler, modified Euler, Runge-Kutta. Stiffness: stability, backward Euler. Conversion of higher order explicit equations to first-order systems. Solution to PDE BVP on a rectangular domain by finite differences on a regular mesh.   Assessment: June examination no longer than 2 hours: 65%, year mark: 35%."
1566,667512,ElectrIcal Engineering I,"For students in Mechanical Engineering Department only.   Convener:   12 HEQF credits, 36 lectures, 8 tutorials.   Prerequisites: MAM1003WS, PHY1010W or MAM1017F/S, PHY1012F/S.   Course outline: Electrical quantities, circuit components, Network theorems, AC circuits including Phasor diagrams, resonance, RMS values, power and power factor. Transducers, electronic devices.   DP requirements: Completion and hand in of all tutorials and laboratory report.   Assessment: June examination 3 hours."
1567,667513,Electrical Engineering II,"For students in Mechanical Engineering Department only   12 HEQF credits, 36 lectures, 8 tutorials, 1 practical.   Convener:   Prerequisites: EEE2030F.   Course outline: Single phase diagrams for resistive, inductive and capacitive loads; complex power; power factor correction; 3-phase systems; magnetic circuits; the single phase transformer; d.c. machines.   DP requirements: Completion and hand in of all tutorials.   Assessment: November examination 80%, year mark 20%."
1568,667398,Tax Aspects of Business Act.,
1569,667406,Property Law,
1570,667496,Riots and Rebels,"MODULE DESCRIPTION    The module aims to nurture your ability to read a wide range of contemporary dramatic texts more pleasurably and critically. It is organised around issues of intercultural performance, self-awareness, self-determination, resistance, and identity through the study of South African theatre in the apartheid era, West European, African and Caribbean theatre. Your study will include the analysis of wide ranging performances, dramatic texts and film/video/dvd recordings of African, Western European and Caribbean theatre. You will consider aesthetic, historical and socio-political contexts which produce this theatre, and the role of the dramatist as a voice of the community. The module also looks at how  world dramatists employ intercultural dramatic and performance forms to re-assert a community¿s self-respect.    LEARNING OUTCOMES    On completion of this module you should be able to:  1. Present an oral appraisal of your formal essay demonstrating an understanding of the links between politics, culture and theatre and the dramatic texts in which these have been illustrated.  2. Understand and evaluate significant aspects of intercultural performance.  3. Critically appraise ways in which world dramatists use the stage to foster their need for self-determination and self-awareness."
1571,667558,Power Plant,"8 HEQF credits, 24 lectures, 2 practicals.   Convener: TBA.   Course outline: Boilers; steam turbines; condensers and cooling circuits; renewable energy; solar power generation; hydrogen; energy conservation; fuel cells; energy storage; environmental aspects of power generation.   Lecture times: TBA.   Assessment: September examination 2 hours."
1572,667299,Rainforests to Deserts,"What will I cover in this module?    You'll look at the interactions of organisms within biomes, and review issues associated with the sustainable exploitation of different biomes. You'll be assessed by coursework and exams.    How many credits is it worth?  15"
1573,667472,Introduction to the Novel,"MODULE DESCRIPTION    This introductory module aims to chart the history of the novel from the eighteenth century to the present day. The module will allow you to examine the developments of the English novel and to identify its main formal features (such as narrative technique, point of view, plot, time, characterisation and setting) in relation to some European and American examples. In the course of the module, you will also be introduced to some of the major literary trends, from the realist novel of the nineteenth century to the modernist and postmodern novel of the twentieth and twenty-first.    LEARNING OUTCOMES    On successful completion of this module you will be able to  1. Identify and analyse key narrative modes and fictional forms employed by  novelists.  2. Demonstrate an understanding of the way in which the novel has developed since its inception.  3. Assess the way in which the novel has been and remains a vital forum for the  exploration of gender, class and politics.  4. Present Oral arguments effectively."
1574,667483,Modern European Fiction,"MODULE DESCRIPTION    This module aims to introduce you to some of the most significant European writers of the last 150 years in the context of the intellectual movements classified by cultural historians as `modern¿ and `modernist¿. In addition to discussion of key writers such as Dostoevsky, Kafka, Mann and Sartre, we will address the ideas of Nietzsche, Freud, Existentialism and Surrealism in relation to the texts studied.    LEARNING OUTCOMES    On completion of this module, you will be able to:  1. Demonstrate understanding of the significance of metaphors, symbols, recurring images and other formal elements in relation to textual themes.  2. Evaluate the relationship between the texts studied and their intellectual and  historical context.  3. Situate the texts studied in the context of ongoing critical debate."
1575,667365,Mathematics 2 for EBE,
1576,667705,BPV 1st year workprocesss 2.1,
1577,667626,"Pluralism, Dem & Citizenship",
1578,667628,Research and Study Skills,
1579,667254,Network and Service Architectu,
1580,667255,Artificial Intelligence,
1581,667349,Fhilosophy of Economics,
1582,667352,Thesis Econometrics  & O. Res.,
1583,667409,Adv. European Law  & language,
1584,667702,Nursing QMP 1,
1585,667270,Supplements Database,
1586,667734,BPV 3rd yr workprocess 3.3,
1587,667695,Psychiatrie (VMBO/BE),
1588,667350,Philosophy of Economy,
1589,667728,Pathology,
1590,667479,Theatricality and Madness,"MODULE DESCRIPTION    This module aims to focus on one particular theme, representations of madness, in selected contemporary plays. The module is premised upon the idea that theatricality and madness meet within the area of `performance¿. It will explore the notion of madness as it is portrayed dramatically, in terms of individual psychology, sexual conflict, social and political manipulation. In parallel, it will consider the theatrical aspects of madness suggested by such words as mask, persona, utterance; dissembling and concealment; violence and discovery.    LEARNING OUTCOMES    On successful completion of this module, you will be able to:  1. Analyse the differing ways in which certain contemporary playwrights have  exploited the theatrical trope of madness.  2. Identify and explain how contemporary playwrights have illuminated the inner  worlds of men and women.  3. Demonstrate how playwrights can work upon the senses and sensibilities of theatre audiences.  4. Discuss how playwrights represent society¿s positioning of the individual by means of designation and the operation of language."
1591,667480,African and Caribbean Voices,"MODULE DESCRIPTION    The module aims to introduce you to a range of new and emerging literatures by African and Caribbean writers as well as enhancing your understanding of African/Caribbean texts in relation to cultural, historical and political contexts. The module will introduce key concepts of literary post-colonialism. Through an interdisciplinary method that will combine the use of film, history and theory you will examine how authors understand the relationship of the characters to gender, love, race, identity, language, politics and religion. A central concern will be how each text reflects the cultural heritage of the writers and how far we can identify a distinctive African or Caribbean voice talking back to colonial writers.    LEARNING OUTCOMES    On completion of this module you will be able to:  1. Analyse and interpret a selected literary text.  2. Critically evaluate a range of texts, demonstrating an ability to engage with key  theoretical concepts  3. Understand and evaluate important themes and concerns that are represented within a range of texts."
1592,667543,Materials Science in Eng,"12 HEQF credits, 36 lectures, 4 tutorials, 2 assignments.   Convener: TBA.   Prerequisites: CEM1008F or CEM1000W.   Course outline: An introduction to the science of engineering materials and the relationships between structure and properties. Testing for strength, hardness, toughness, fatigue and creep. Interpretation of data. Elastic and plastic deformation of solids. Fracture. Visco-elastic and time dependent behaviour. The structure of crystalline, semi-crystalline and amorphous materials. Phase equilibrium diagrams, equilibrium and non-equilibrium structures. Heat treatment. Models of electrical conduction-development of band theory in metals, semi-conductors and insulators. Elements of corrosion science, deterioration and degradation of materials. The principles of reinforcement and design on the properties of composites. The selection of materials. Case studies.   Lecture times: TBA.   Assessment: Class tests, June examination 3 hours."
1593,667485,Advanced Research Skills,"MODULE DESCRIPTION    This module aims to introduce you to essential research skills, methods, and  methodologies in English in order to prepare you to research and write an undergraduate dissertation in the subject at level 6. You will become familiar with the basic research frameworks and writing conventions of an undergraduate dissertation and will be given the opportunity to practise the required research and writing skills. The ability to engage in independent research is one of the attributes most valued by employers and English  graduates are increasingly expected to demonstrate advanced research competence. Therefore, capabilities acquired in this module are transferable to the workplace.    INTENDED LEARNING OUTCOMES    On successful completion of this module you should be able to  1. Make discriminating, systematic and imaginative use of a range of traditional and electronic resources for finding primary and secondary sources.  2. Critically review the quality and reliability of secondary sources and assess their usefulness for a specific research project.  3. Critically evaluate the potential applicability of different research methodologies (including literary theories) for a specific research project.  4. Synthesise information from a range of sources.  5. Present your own ideas accurately and concisely, making appropriate use of the conceptual and technical terminology of the subject."
1594,667284,Economics :Pensions & Insur.,
1595,667257,Evolution and Configuration,
1596,667720,BPV 2nd yr workprocess 3.5,
1597,667721,Nurse Techn. Work 1,
1598,667724,VP3 workshop A,
1599,667736,Dutch Level exam,
1600,667503,Independent Study,"MODULE DESCRIPTION    This module, a double one, extending over two semesters, aims to facilitate your undertaking a piece of independently researched work, on a topic generated by you in negotiation with a designated tutor. The topic will allow you to examine an area in depth and, in doing so, to extend your understanding, skills and analyses developed through the first two years of the programme. It will take the form of a dissertation (also known as an extended essay) of between 6-8000 words. The negotiations are highly flexible, but you would normally be expected to study between 3 and 5 primary texts, no more than 50% of which should derive from American literary culture. Your study should not substantially reproduce work undertaken in other Level 6 modules and this usually means that only one text studied before can be re-used. Your approach in terms of research methodology, theoretical basis and level of engagement reflects the increased intellectual sophistication of the taught programme at Level 6.    LEARNING OUTCOMES    On successful completion of the module, you will be able to:  1. Demonstrate advanced research competence utilising the specialised skill associated with literary studies, through the gathering, organisation and processing of a variety of materials (ie primary, secondary, theoretical), via electronic and hard copy retrieval.  2. Construct complex arguments in the context of scholarly and theoretical research."
1601,667583,Guided Research and Activities,Guided Research and Activities
1602,667575,Experimental Methods,Experimental Methods
1603,667462,Dissertation - HCE Law,Dissertation - HCE Law
1604,667494,Shakespeare Today,"MODULE DESCRIPTION    This module aims to enable you to study, via an exciting range of e-technologies, various Shakespeare plays in eight thematically-arranged topics, ranging from `Shakesploitation¿ to the problematics of authorship, which is the central trope. You will also become familiar with Shakespeare¿s continuing significance as a contemporary cultural icon. Because all the study materials are online, there are no formal lectures as such, but there are several  non-assessed, formative e-exercises and weekly face-to-face seminars where you decide the topic, guided by the tutor.    LEARNING OUTCOMES    On successful completion of the module, you will be able to:  1. Display advanced skills of textual, visual, verbal and aural analysis, using etechnologies, in reviewing and assessing primary and secondary materials relating to Shakespeare¿s work.  2. Demonstrate a deep critical awareness of Shakespeare¿s wide-ranging significance in contemporary culture in terms of: usage; national and international role; language; critics¿ reactions; staging; directing; editing and authorship."
1605,667627,Intro to Int Politics,"It is divided into four sections:    International Relations Theory  This section of the course introduces students to some of the theoretical debates that dominate International Relations (IR) thinking (in particular idealism and realism). These theoretical approaches will be referred back to throughout the course and it is essential that students gain a firm grasp of the key concepts and issues introduced in these first few lectures.    International History  The second half of semester one is given over to the study of international history since 1945. This part of the course provides students with an historical overview within which to locate current issues in global politics. Throughout this section of the course, students will be required to think about how changing historical circumstances altered the agenda of the academic study of IR. In particular, how has the development of certain theoretical paradigms within the discipline been shaped by historical events?    Security Studies  This section of the course introduces students to the study of security issues in international politics. Security issues remain central to the study of international relations, especially in the context of the post-9/11 world. In this section of the course, students are asked to consider how security issues have changed since the end of the cold war and the relationship between state security and international organisations such as the UN and NATO.    International Political Economy  It is increasingly recognised that the study of international politics needs to be about more than just the study of war and peace. International Political Economy (IPE) considers the linkages between politics and economics (or the state and the market) at the global level. In this section of the course, we introduce students to the study of IPE focussing on the way in which an IPE perspective helps us to make sense of the debates surrounding `globalisation¿."
1606,667578,Digital Electronics,"16 NQF credits, 48 lectures, 7 practicals, 3 tutorials.  Not for EC students.  Prerequisites: EEE2039W or equivalent.  Course outline: Algorithmic state machines, processors, interfacing, data converters, networks,instrument busses, automatic test systems, C programming, memory technologies, process control.  DP requirements: Attendance of at least 50% of laboratories, 50% or more for at least 2 class tests.  Assessment: November examination 2 hours 45%, year mark 55%."
1607,667301,Res Method - Developing Skills,"What will I cover in this module?    Our module aims to provide you with a link between the elements of the research process, inherent in the taught modules provided by the programme, and the Independent Study in Biological or Forensic Sciences which you'll take at Level 6.    How many credits is it worth?  7.5"
1608,667602,Philosophical Logic,"The course will combine an extension of some of the technical aspects of logic studied in PHIL10052 with an application of these to philosophical issues. We will cover topics including modal logic, metalogic, non-classical logic, and aspects of natural language semantics including quantification and the metaphysics of propositional content.    Philosophical logic embraces logic in both its pure and applied forms, examining the philosophical issues arising out of each. We will see how to extend and deviate from elementary classical logic in ways that either generate new philosophical puzzles or arise in response to already existing ones. Particular emphasis will be plays on the interaction between formal logic and natural language semantics: we will look in detail, for example, at how formal techniques are employed to explain the meanings of modal expressions, temporal expressions, and definite descriptions in natural languages, as well as considering the meanings of the logical constants and how to they relate to natural language expressions. This will lead to a re-examination of the validity of the laws of classical logic."
1609,667835,Bus Admin Independent Study II,Business Administration Independent Study II
1610,667820,Sociedad y estado,Sociedad y estado (ARG)
1611,667750,Reading and Listening Level 3F,
1612,667659,Zorg en Maatschappij,
1613,667900,"Econometrics II: ARIMA, VAR, a","Econometrics II: ARIMA, VAR, and Cointegration"
1614,667564,Finite Elements in Mech Design,"16 HEQF credits, 24 lectures, 12 studio sessions.   Convener: TBA.   Prerequisites: MEC3023F.   Course outline: This course introduces the formulation and application of the finite element method (FEM) in the context of structural and stress analysis. The course content will focus on 2-D formulations, with reference to the conceptual approach to 3-D problems. The aim is to integrate both theory and practice into a coherent whole. To this end, the fundamental theory is addressed in detail and students will be required to implement the finite element method in a spreadsheet macro and/or MATLAB program. Furthermore, students will be required to complete a project using a commercial FEM package. Topics include: Element Stiffness Matrix; Global Stiffness Matrix; Boundary Conditions; Unit Displacement Method; Principle of Minimum Potential Energy; Truss, Beam and Frame Elements in 2D; Interpolation; Constant Strain Triangle, Isoparametric Formulation; Gauss Quadrature; Quadrilateral Elements; Shear Locking.   Lecture times: TBA.   Assessment: Project, class tests, June examination 3 hours."
1615,667566,Manufacturing with Materials,"12 HEQF credits, 36 lectures, 3 tutorials, 3 practicals.   Convener: TBA.   Prerequisites: MEC2042F.   Course outline: Manufacturing materials. Modelling deformation during processing. Manufacturing process selection. Net shape casting processes. Forming processes, joining processes and machinability of materials. Surface engineering. Injection moulding, blow moulding and extrusion of polymeric materials. Manufacturing and business strategy. Case studies in product manufacture.   Lecture times: TBA.   Assessment: Projects, class tests, September examination 3 hours."
1616,667591,Organization,Organization
1617,667688,Werkplekleren 3,
1618,667312,Habitat Management,"What will I cover in this module?    You'll examine how plants and animals can be managed in practical terms to maintain and enhance their natural interest, using examples from a range of habitats including woodlands, grasslands and wetlands. You'll be assessed by coursework and exams.    How many credits is it worth?  15"
1619,667531,Engineering Drawing,"16 HEQF credits, 18 lectures, 20 tutorials, 5 CAD practical sessions, 5 lectures   related to the specific EBE discipline. First year course.   Convener: TBA.   Course outline: Use of drawing instruments, plane geometry; principles of: orthographic projection; pictorial projection; auxiliary projection ; sections; intersection of solids; development; engineering drawing conventions; dimensioning; the measurement of areas; graphical integration; descriptive geometry of points, lines and planes in space; an introduction to the basics of CAD.   Assessment: Weekly tests (including foundation course and discipline specific) ¿ 35%   CAD Test ¿ 10%   2 ¿ hour practical drawing examination written in June ¿ 20%   Project ¿ 10%   Final Portfolio Submission ¿ 25%   A minimum of 50% is required to pass this course. There is no supplementary examination for this course."
1620,667533,Advanced Microeconomics,Advanced Microeconomics
1621,667310,Aquatic Biology,What will I cover in this module?    You'll explore the principles of aquatic biology by looking at physico-chemical and biological interactions in both freshwater and marine environments. You'll be assessed by coursework and exams.    How many credits is it worth?  15
1622,667297,Ecosystems,"What will I cover in this module?    You'll focus on the interactions between the individuals within populations, and on the interactions between members of different populations. In particular, you'll look at competition, herbivory, predation and decomposition. You'll then explore how these interactions and other factors lead to structure in communities. You'll be assessed by a practical exercise and exam.    How many credits is it worth?  15"
1623,667633,National Politics of Germany,"The module begins by examining the stages of establishing the stable, consensus-based model democracy in the Federal Republic of Germany (FRG); it contrasts the FRG with the Weimar Republic and considers the impact of the establishment of democracy in East Germany in 1989. The module then examines institutional and behavioural aspects of contemporary German democracy (the parliament, chancellor democracy, the federal system, the party system, electoral system, electoral behaviour) and outlines how these features contribute to stable, consensual democracy in the FRG."
1624,667317,Wildlife Conversation,"What will I cover in this module?    You'll examine global threats to species, and the methods used for their conservation. You'll study and evaluate current practices in biological conservation. You'll be assessed by coursework and exams.    How many credits is it worth?  15"
1625,667909,Energy Economics I,Energy Economics I
1626,667783,Medical Dosimetry,
1627,667784,Computational Fluid Dynamics,
1628,667606,Philosophy of Religion,"This course provides a detailed introduction and analysis of the central problems and issues in contemporary philosophy of religion.    The questions that we will consider include: Can we prove God¿s existence by reason alone? Is the evidence of `fine tuning¿ conditions in the universe a good reason to believe that God created it? Is it either consistent or plausible to believe that there is a God given the amount of evil in the world? Can we ever be justified in believing that a miracle has occurred? Is religious belief rational if there is no evidence in its favour? What is the relationship between scientific and religious belief?    In the course of examining these topics we will look at major 20th century and contemporary writings on religious belief and language, including work by Ludwig Wittgenstein, Alvin Plantinga and Richard Swinburne"
1629,667815,Special Topics,
1630,667726,VP3 workshop C,
1631,667762,Biomedical Product Development,
1632,667789,Technology of Radiotherapy,
1633,667791,Design of Multimedia Applicati,
1634,667927,Management Theory,
1635,667551,Materials under Stress,"8 HEQF credits, 24 lectures, 3 tutorials, 4 practicals.   Convener: TBA.   Prerequisites: MEC2042F.   Course outline: Elasticity and importance of modulus in engineering design. The influence of bond strength and structure. Plastic flow in crystals and polycrystals by dislocation movement. Work hardening. Recrystallisation. Strengthening methods in metals. Effect of temperature, strain rate, stress state. Failure in metals. Ductile and brittle fracture. Critical flaw size and fracture toughness. Fatigue, creep, stress corrosion and wear processes; dislocation and other micro-mechanisms involved.   Lecture times: TBA.   Assessment: Class tests, June examination 2 hours."
1636,667597,Critical Thinking,"The course focuses on the nature, purpose, and evaluation of arguments. You will learn what arguments are and what they are for; also how to identify an argument in conversation or text, to identify and understand its structure, and to evaluate it. You will learn to distinguish between good and bad arguments, and to articulate what features of an argument make it good or bad, better or worse.  You will also be introduced to some basic concepts that form the backbone of any academic discipline, such as: truth and falsity, rational and irrational beliefs, theory, method, proof and evidence."
1637,667883,Financial Markets & Valuation,Financial Markets and Valuation
1638,667889,Marketing Management,Marketing Management
1639,667666,Levensfasen 2,
1640,667645,Jongeren & risicogedr 1: Genot,
1641,667708,LLB Portfolioassessment KT1,
1642,667779,Sensors and Actuators,
1643,667873,Phonology L3S6EC,Phonology L3S6EC
1644,667903,Cost-Benefit Analysis,Cost-Benefit Analysis
1645,667908,Practice I: Internship and R.A,Practice I: Internship and R.A.
1646,667612,Dissertation,"PHIL30000 consists of a Dissertation, on a topic of your own choice, produced to a professional level of presentation, due in before the summer examination period."
1647,667951,English 1,"English 1:  General English writing, usage, and presentation course for all technical programs."
1648,667952,Intermediate Algebra,Intermediate Algebra
1649,667955,Human Biology for Pharmacy,Human Biology for Pharmacy
1650,667957,Anatomy & Physiology II,Anatomy & Physiology II
1651,667958,Pharmaceutics & Calculations,Pharmaceutics & Calculations
1652,667962,Concepts in Pharmacy Tech,Concepts in Pharmacy Tech
1653,667965,Pharmacy Technician Practicum,Pharmacy Technician Practicum
1654,667845,Comprehension L2S3EC,Comprehension L2S3EC
1655,667918,"Econometrics II: ARIMA, VAR, a","Econometrics II: ARIMA, VAR, and Cointegration"
1656,667787,Measurement Techniques in Nucl,
1657,667657,Voeding 1: Weet wat je eet,
1658,667770,Multidisciplinary Biomedical P,
1659,667771,Dutch Language Course,
1660,667775,Photonics,
1661,667776,Knowledge-Based Systems and Ar,
1662,667894,Business Ethics - P2,Business Ethics - P2
1663,667847,Associated UE L1S1EC,Associated UE L1S1EC
1664,667848,British Civilization L1S2EC,British Civilization L1S2EC
1665,667874,Spanish L1S1EC,Spanish L1S1EC
1666,667880,International Jobs L3S5EC,International Jobs L3S5EC
1667,667644,"Theme: Culture, Health & Sport","Theme: Culture, Health and Sports"
1668,667620,Issues in Aesthetics,This course is focussed on the philosophy of literature. It will explore such issues as: the nature of fiction; the relationship between fiction and imagination; the content of works of fiction; the ontological status of fictional objects; what genres are; the nature of our emotional responses to works of fiction in general and works of tragedy in particular; the nature of literature and the relationship between fiction and literature; what we can learn from literature; and the moral value of literature.
1669,667933,The Art of Communication,The Art of Communication
1670,667937,B2B Marketing,B2B Marketing
1671,667939,Applied Corporate Finance,Applied Corporate Finance
1672,667895,Microeconomics I: Markets,Microeconomics I: Markets and Markets Failures
1673,667866,American Civilization Op- L2S3,American Civilization Option - L2S3
1674,667867,American Civilization Op L2S4,American Civilization Option - L2S4
1675,668019,Edgar Allan Poe: short stories,Edgar Allan Poe: selected short stories
1676,668060,Broadcast Journalism,Broadcast Journalism
1677,668053,English as an art form,English as an art form
1678,668067,Public Administration,Public Administration
1679,668085,Shakesperian English,Shakesperian English
1680,668002,The Early Tudors: Literature,The Early Tudors: Literature and Reformation
1681,668003,The Novels of Jane Austen in C,The Novels of Jane Austen in Context
1682,668021,Alfred Hitchcock’s America,Alfred Hitchcock’s America
1683,668031,Marketing Principles,Marketing Principles
1684,667991,The Younger Romantics,The Younger Romantics: Poetry and Prose (1810-1830)
1685,000040,Musicology 2,Musicology 2 -  Third Year Bachelor of Arts - Music Subject
1686,000061,Computer Organisation & Design,This course explains computer organisations and designs.
1687,000063,Signal Processing 1,This course explains signal processing.
1688,000154,Changing Societies,Changing Societies: Ideas and Social change -  First  Year Sociology Subject
1689,000094,Machine Learning,This course teaches the theory of machine learning.
1690,000095,Artificial Intelligence: Found,This course teaches the foundations of artificial intelligence.
1691,000100,Social Work Practice 2B,Social Work Practice 2B - Second Year Social Work Subject
1692,000076,Social Work Practice 1A,Social Work Practice - First Year Social Work Subject
1693,000136,Communication Electronics,This course teaches the principles of communication electronics.
1694,000142,Microprocessor Systems,This course explains the concepts involved in microprocessor systems.
1695,000144,Australian Society,Australian Socity: Structure and Change - First  Year Sociology Subject
1696,000084,Australia in the 1890s & 1990s,Australia in the 1890s and 1990s
1697,000085,Signal Processing 2,This course teaches the theory of signal processing 2.
1698,000073,Psychology 1B,Psychology 1B - First Year Subject
1699,000119,Human Behaviour 2,Human Behaviour 2 - Third  Year Social Work Subject
1700,000127,Operating Systems,This course teaches the principles of operating systems.
1701,000250,Wages & Income Policy,This course teaches the theory of wages and income policy.
1702,000338,Emergence of Modern Europe B,This course examines the emergence of modern europe B.
1703,000345,Psychological Methods,Psychological Methods - A 2nd Year Bachelor of Arts Subject
1704,000346,Experimental Psychology,Experimental Psychology - A 2nd Year Bachelor of Arts Subject
1705,000288,Litigation,This course teaches the concepts and rules of litigation.
1706,000296,Evidence,This course teaches the theory of evidence.
1707,000302,Remedies,This course teaches the principles of remedies.
1708,000382,Intro to Microeconomics,Provides an overview of Microeconomics
1709,001004,Precalculus,"Properties of polynominal, rational, exponential, logarithmic, and trigonometric functions; conic sections; polar coordinates; complex numbers; systems of equations."
1710,001006,Calculus II,"Techniques of integration, applications of definite integrals, parametric equations, and polar coordinates; vectors; infinite series; complex numbers."
1711,001026,World History to WWII,World History to WWII
1712,000214,Complex Organisations,Complex Organisations - A Paper in a Masters of Arts - Sociology
1713,000280,Legal Research & Writing 1,This course teaches legal research & writing 1.
1714,000281,Contracts,This course teaches the principles of contracts.
1715,000003,Harmony and Counterpoint 1,Harmony and Counterpoint - a first year Bachelor of Arts - Music Subject
1716,000004,Music in Society,Music in Society - A first year subject in a Bachelor of Arts - Music
1717,000015,Musicology 1,Musicology - Second Year Bachelor of Arts - Music Subject
1718,000019,The Music of Japan,The Music of Japan - Second Year Bachelor of Arts - Music Subject
1719,000224,Research - Social Work,Research in Social Work for a Masters in Social Work
1720,000228,PhD Research - Social Work,PhD Research in Social Work for the PhD in Social Work Research
1721,001037,Calculus I,"Functions, limits, continuity, trigonometric functions, techniques, and applications of differentiation, indefinite and definite integrals, the fundamental theorem."
1722,002098,American Political Ideals,
1723,000399,Molecular Biology,
1724,000404,Statistical Consulting,
1725,000405,Gender and Philosophy,
1726,000409,Structure of English,
1727,000410,History of Australia,
1728,000415,Tax Preparation Course,
1729,000416,Small Business Entrepreneurshi,
1730,003271,Reading Comp I,
1731,000352,Cultural Psychology,Cultural Psychology - A 3rd Year Bachelor of Arts Subject
1732,000355,Work Experience - Engineering,Engineering Work Experience
1733,000109,Electrical Energy 1,This course teaches the principle of electrical energy.
1734,000385,Intro to Programming,Provides an introduction to computer programming in a high level computing language.
1735,000026,Electrical Engineering 1,This course provides an introduction to electrical engineering.
1736,000330,"Invention, Science & Society","This course considers invention, science & society."
1737,000332,Women in New Societies,This course examines women in new societies.
1738,000334,Psychology as a Social Science,Psychology as a social Science - A 1st Year Bachelor of Arts Subject
1739,000218,Historical Sociology,Historical Sociology - - A Paper in a Masters of Arts - Sociology
1740,001148,Chemical Thermo Dynamics,
1741,001152,Statistics 200,
1742,001163,Elementary Chemistry I,
1743,001199,Basic Studio in Art,
1744,001200,Introductory Art Seminar,
1745,002085,Business Communications,
1746,002086,Intl Business Communications,
1747,002088,Statistics,
1748,002092,Modern Comparative Govts.,
1749,001231,Sociological Methods II,
1750,001169,Advanced Sculpture,
1751,001235,Ancient Civilizations,
1752,001245,Fiction Writing I,
1753,001297,Etymology,
1754,001069,Surface Engineering,Description of thermodynamics and kinetics of surface phenomena.
1755,000266,Advanced Global Data Networks,This course teaches advanced global data networks.
1756,002057,"Monet, Manet, and Matisse","Monet, Manet, and Matisse"
1757,002066,Studying Cultures,Introduction to culture and society.
1758,002067,World Area Studies,"The anthropology of selected areas: Asia, Africa, Oceania, Latin America, Europe."
1759,001305,Roman History,
1760,001306,Roman Architecture,
1761,002062,Trigonometry,
1762,002044,Holiday Activities-Educators,"Holiday activites for teachers, grades K-6"
1763,001255,Elementary French II,
1764,000200,Sociology of the media,Sociology of the media -  Third  Year Sociology Subject
1765,000306,Critical Thinking,This course teaches the theory of critical thinking.
1766,001046,History of Technology,"Designed for students in natural sciences, social sciences, and the arts."
1767,001050,"Culture, Ethnicity and Gender",General introduction to Latin american history from conquest to independence.
1768,001056,Principles of Economics,"Introduction to principles of economic analysis,  economic institutions, and issues of economic policy."
1769,001066,Technology and the Environment,Natural and anthropogenic flows of materials  at global and regional  scales.
1770,003144,Accompanying,
1771,003158,Adv Jazz Improv,
1772,003162,Intermediate Orch,
1773,003168,Music Notatn,
1774,003172,Comp for Film,
1775,003176,Sem Afro-Am Mus,
1776,003178,Hist Perf Pract,
1777,001277,Philosophy of Mind,
1778,003448,Princpl Finance,
1779,003455,Est Gift Tax,
1780,003457,Evidence,
1781,003459,Fam Law,
1782,003464,Research Proj,
1783,003468,For Dir Investment,
1784,003470,Japanese Bus System,
1785,003475,Insurance Law,
1786,004330,Archeology,
1787,002046,LSAT Test Preparation,Preparation for the LSAT
1788,001044,Combinations,
1789,001051,Topology,
1790,001132,Biomechanics,
1791,003044,Mod Views,
1792,003046,Race Econ Dev,
1793,003052,Behv Path,
1794,003068,Sem Clin Psy I,
1795,004234,Ceramics II,
1796,004236,Fig Sculpture,
1797,003000,Intro to Psychology,"An introduction to psychology emphasizing the personal, cognitive and social development and functioning of the individual, and the influence of both physiological  and social factors.  Consideration of basic concepts and applications."
1798,003004,Psychology Stat I,"The application of statistical techniques to problems in the behavioral sciences.   Discussion of problems in hypothesis formulation, sampling techniques, distribution-free statistics, multivariate date analysis, and presentation of results."
1799,003012,Visual Thinking,An indepth examination of visual thinking.
1800,003014,Human Sexuality,Course will cover the physiological and psychological aspects of human sexuality.  The origin and treatment of sexual dysfunction will also be discussed.
1801,003016,Theories of Personality,"A study of basic theories of personality including type theories; trait theories; psychoanalytic, learning, biosocial, self and holistic-integrative theories."
1802,004244,Biology Sem,
1803,003260,Content Anly Meth,
1804,003264,Demograph Meth,
1805,001284,Humanities & Human Understand,
1806,001290,Intro to Latin Literature,
1807,001294,Intro to Greek Literature,
1808,001298,Early Western Civilization,
1809,001300,Roman Civilization,
1810,001302,The Ancient Novel,
1811,003427,Alt Dispute Res,
1812,003435,Corp Criminl,
1813,001268,Intro to Existentialism,
1814,001269,The History of Philosophy,
1815,001270,Elementary Logic,
1816,001272,Social & Political Philosophy,
1817,003182,Live Mus Prod,
1818,003186,Schenkerian Anly,
1819,003190,Indiv Instruction,
1820,003234,Und Formal Orgs,
1821,003236,Urban Comm,
1822,003244,Policing in America,
1823,003082,Psycholing I,
1824,003096,Clinical I,
1825,003596,Cog Lrn ECE,
