Customer,State,Customer Lifetime Value,Response,Coverage,Education,,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
FY30870,California,"$18,570",No,Extended,High School or Below,11-6-02,Employed,F,"$32,756",Urban,Married,93,18,67,0,2,Personal Auto,Personal L3,Offer1,Agent,$381,Two-Door Car,Medsize
JF73533,Nevada,"$9,985",No,Extended,College,11-2-02,Employed,M,"$36,268",Suburban,Single,86,2,22,1,2,Personal Auto,Personal L3,Offer2,Agent,$531,Four-Door Car,Small
IW70308,Oregon,"$8,258",Yes,Basic,Bachelor,11-12-01,Disabled,F,"$23,815",Suburban,Married,73,4,47,0,2,Personal Auto,Personal L3,Offer2,Call Center,$424,Four-Door Car,Medsize
ZS50183,Arizona,"$8,002",Yes,Basic,College,11-11-01,Unemployed,F,$0,Suburban,Married,107,3,65,0,3,Corporate Auto,Corporate L3,Offer1,Agent,$514,SUV,Medsize
EU38033,Nevada,"$5,898",No,Basic,High School or Below,11-3-02,Employed,M,"$39,188",Suburban,Divorced,74,9,2,0,3,Personal Auto,Personal L3,Offer3,Web,$355,Four-Door Car,Medsize
ZJ86769,Nevada,"$4,686",Yes,Basic,College,11-12-02,Employed,M,"$58,089",Suburban,Married,118,31,83,0,1,Personal Auto,Personal L3,Offer1,Agent,$566,SUV,Medsize
JZ90556,Oregon,"$5,943",No,Basic,High School or Below,11-7-01,Employed,F,"$62,120",Rural,Married,74,5,39,0,8,Corporate Auto,Corporate L3,Offer4,Agent,$28,Four-Door Car,Medsize
OQ43721,Oregon,"$2,648",No,Basic,High School or Below,1/22/11,Disabled,F,"$26,540",Suburban,Married,69,15,4,0,1,Personal Auto,Personal L2,Offer2,Branch,$378,Four-Door Car,Medsize
NI71089,California,"$4,650",Yes,Basic,College,11-10-01,Retired,M,"$28,215",Suburban,Single,65,15,26,0,3,Personal Auto,Personal L3,Offer1,Agent,$468,Two-Door Car,Medsize
ZF84966,Nevada,"$44,856",No,Extended,Doctor,2/22/11,Employed,F,"$61,675",Urban,Married,123,35,54,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,$483,SUV,Medsize
LN11802,California,"$26,570",No,Basic,Master,2/20/11,Unemployed,M,$0,Suburban,Married,100,16,36,0,2,Personal Auto,Personal L3,Offer1,Agent,$480,Sports Car,Large
CG92708,Nevada,"$2,951",No,Basic,College,1/29/11,Employed,F,"$69,600",Urban,Married,74,35,28,0,1,Personal Auto,Personal L1,Offer2,Web,$341,Four-Door Car,Small
TH59993,California,"$2,465",No,Basic,College,1/28/11,Employed,F,"$40,982",Rural,Married,62,6,88,0,1,Corporate Auto,Corporate L1,Offer1,Web,$107,Four-Door Car,Medsize
WH76688,Oregon,"$5,556",Yes,Basic,Bachelor,11-6-02,Employed,M,"$74,015",Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Offer2,Call Center,$471,Four-Door Car,Small
NK82261,California,"$3,200",No,Extended,High School or Below,1/28/11,Unemployed,M,$0,Suburban,Single,94,6,61,0,1,Personal Auto,Personal L3,Offer1,Agent,"$1,122",Two-Door Car,Large
FI93397,Oregon,"$2,776",No,Extended,Bachelor,11-5-02,Unemployed,F,$0,Suburban,Single,79,28,94,0,1,Personal Auto,Personal L2,Offer1,Branch,$509,Four-Door Car,Medsize
FO33051,Arizona,"$16,355",No,Premium,College,2/16/11,Medical Leave,M,"$29,439",Suburban,Divorced,146,4,10,0,2,Personal Auto,Personal L3,Offer1,Call Center,$701,SUV,Large
ZE40223,Oregon,"$7,330",No,Basic,College,1/31/11,Unemployed,M,$0,Suburban,Single,108,26,94,0,4,Personal Auto,Personal L1,Offer1,Branch,$518,Sports Car,Small
II49996,Arizona,"$5,556",Yes,Basic,Bachelor,11-6-02,Employed,M,"$74,015",Suburban,Single,72,12,61,0,6,Personal Auto,Personal L1,Offer2,Call Center,$471,Four-Door Car,Small
AX71707,Arizona,"$6,383",No,Extended,College,1/13/11,Employed,F,"$67,881",Suburban,Married,79,6,70,0,4,Personal Auto,Personal L2,Offer3,Branch,$391,Two-Door Car,Medsize
GF38306,Nevada,"$7,759",No,Extended,High School or Below,11-8-02,Employed,F,"$96,162",Urban,Single,97,9,91,0,4,Corporate Auto,Corporate L3,Offer2,Agent,$377,Four-Door Car,Small
TN54884,California,"$14,932",No,Basic,College,11-8-01,Employed,F,"$39,049",Urban,Married,63,30,34,0,2,Personal Auto,Personal L2,Offer2,Agent,$295,Two-Door Car,Medsize
DD27635,Oregon,"$8,047",No,Basic,Doctor,2/20/11,Disabled,M,"$29,808",Rural,Married,105,18,38,1,3,Personal Auto,Personal L1,Offer1,Call Center,$52,SUV,Medsize
NX84287,California,"$10,862",No,Extended,Master,1/22/11,Employed,F,"$65,727",Urban,Married,134,14,15,0,6,Corporate Auto,Corporate L2,Offer1,Agent,$364,SUV,Medsize
EO38569,Washington,"$2,195",No,Basic,High School or Below,2/13/11,Unemployed,F,$0,Suburban,Single,62,30,29,1,1,Personal Auto,Personal L2,Offer1,Web,$446,Four-Door Car,Large
FF77476,California,"$2,397",Yes,Basic,High School or Below,1/29/11,Retired,F,"$22,283",Suburban,Divorced,65,16,93,0,1,Corporate Auto,Corporate L3,Offer1,Branch,$572,Four-Door Car,Medsize
CW92156,Washington,"$4,070",No,Basic,College,1/31/11,Employed,F,"$37,435",Urban,Single,105,3,22,0,1,Personal Auto,Personal L3,Offer3,Branch,$314,SUV,Medsize
XA53408,Oregon,"$5,579",No,Basic,College,2/13/11,Employed,M,"$27,756",Suburban,Married,71,6,52,0,8,Corporate Auto,Corporate L3,Offer1,Agent,$736,Two-Door Car,Small
CV86445,Arizona,"$8,140",No,Basic,High School or Below,11-12-01,Employed,M,"$86,876",Rural,Married,68,9,3,0,2,Personal Auto,Personal L3,Offer4,Call Center,$119,Four-Door Car,Medsize
TK32843,California,"$7,445",No,Premium,Bachelor,2/13/11,Unemployed,M,$0,Suburban,Single,114,21,41,0,4,Personal Auto,Personal L2,Offer1,Branch,$864,Four-Door Car,Medsize
EV14053,California,"$7,295",No,Extended,High School or Below,2/15/11,Employed,F,"$34,062",Suburban,Married,91,23,51,0,3,Corporate Auto,Corporate L3,Offer3,Agent,$603,Four-Door Car,Medsize
IY38767,Oregon,"$5,326",Yes,Basic,High School or Below,2/21/11,Unemployed,M,$0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,$496,Two-Door Car,Medsize
VJ34494,Washington,"$2,442",No,Basic,College,11-12-02,Unemployed,F,$0,Suburban,Single,69,7,10,0,1,Corporate Auto,Corporate L1,Offer1,Branch,$331,Four-Door Car,Large
SN36487,Arizona,"$10,308",No,Extended,College,1/27/11,Employed,F,"$78,358",Suburban,Married,128,6,75,0,3,Corporate Auto,Corporate L1,Offer3,Agent,$614,SUV,Medsize
SW88021,California,"$2,462",No,Basic,Bachelor,1/21/11,Medical Leave,F,"$12,222",Suburban,Married,67,8,70,1,1,Corporate Auto,Corporate L3,Offer3,Agent,$322,Two-Door Car,Medsize
US43945,California,"$2,522",No,Basic,Bachelor,2/20/11,Employed,F,"$41,247",Suburban,Divorced,64,17,6,0,1,Personal Auto,Personal L3,Offer4,Web,$307,Two-Door Car,Large
QC93181,California,"$25,465",Yes,Extended,College,11-1-02,Retired,F,"$13,663",Suburban,Single,97,1,66,0,2,Corporate Auto,Corporate L1,Offer1,Branch,$466,Four-Door Car,Small
XS89049,Nevada,"$2,823",No,Basic,College,11-9-02,Disabled,F,"$25,531",Suburban,Married,74,27,52,0,1,Personal Auto,Personal L3,Offer1,Agent,$355,Two-Door Car,Small
QR79788,Nevada,"$5,812",No,Basic,College,11-8-02,Employed,M,"$58,643",Urban,Divorced,74,33,58,0,3,Personal Auto,Personal L1,Offer3,Agent,$329,Four-Door Car,Medsize
WG51244,Oregon,"$21,850",No,Basic,Bachelor,2/26/11,Employed,M,"$48,107",Suburban,Divorced,190,6,34,2,2,Corporate Auto,Corporate L2,Offer1,Call Center,$912,Luxury SUV,Small
BF56053,Washington,"$9,320",No,Premium,Bachelor,2/24/11,Medical Leave,F,"$18,643",Suburban,Married,119,34,41,0,5,Corporate Auto,Corporate L2,Offer1,Agent,$571,Four-Door Car,Medsize
AN97123,Nevada,"$22,305",No,Premium,College,2/21/11,Unemployed,F,$0,Urban,Married,102,13,89,0,2,Personal Auto,Personal L2,Offer4,Agent,$402,Two-Door Car,Medsize
VS30147,Oregon,"$22,119",No,Basic,Master,2/17/11,Employed,M,"$58,645",Urban,Married,110,15,44,0,2,Personal Auto,Personal L2,Offer2,Agent,$428,SUV,Medsize
FY70464,Oregon,"$7,218",No,Premium,Bachelor,1/18/11,Employed,F,"$95,058",Rural,Married,177,11,90,0,1,Personal Auto,Personal L3,Offer2,Agent,$90,SUV,Small
BG19572,Washington,"$6,117",No,Extended,Bachelor,2/22/11,Unemployed,F,$0,Suburban,Single,87,16,83,0,8,Corporate Auto,Corporate L3,Offer3,Agent,"$1,033",Four-Door Car,Medsize
LR43989,Oregon,"$4,882",No,Basic,High School or Below,1/17/11,Medical Leave,F,"$19,715",Suburban,Married,66,25,11,4,5,Personal Auto,Personal L3,Offer1,Web,$475,Four-Door Car,Small
ER10834,Nevada,"$2,674",No,Basic,Master,11-6-01,Employed,F,"$68,787",Rural,Married,66,7,64,0,1,Personal Auto,Personal L3,Offer4,Call Center,$105,Four-Door Car,Medsize
WL46620,Nevada,"$7,725",No,Basic,Bachelor,2/22/11,Employed,M,"$29,056",Suburban,Married,66,19,2,0,2,Personal Auto,Personal L3,Offer2,Branch,$356,Two-Door Car,Medsize
MO27230,Oregon,"$4,708",No,Basic,College,1/25/11,Employed,F,"$47,829",Suburban,Married,117,23,37,1,1,Personal Auto,Personal L3,Offer3,Call Center,$562,SUV,Medsize
HD32695,Arizona,"$4,447",No,Premium,Bachelor,2/14/11,Disabled,F,"$13,128",Suburban,Married,118,11,21,0,1,Personal Auto,Personal L1,Offer4,Call Center,$772,Four-Door Car,Medsize
ED89934,California,"$4,824",No,Extended,College,1/31/11,Employed,F,"$58,946",Urban,Married,121,5,87,0,1,Personal Auto,Personal L3,Offer1,Agent,$487,SUV,Medsize
WU63862,Oregon,"$5,420",No,Basic,College,11-10-01,Employed,M,"$31,614",Urban,Single,71,26,69,0,4,Personal Auto,Personal L3,Offer2,Branch,$235,Four-Door Car,Medsize
EW27959,California,"$7,583",No,Basic,Bachelor,11-2-01,Employed,F,"$44,667",Urban,Single,65,25,53,0,2,Personal Auto,Personal L2,Offer1,Web,$246,Four-Door Car,Medsize
IG15771,Oregon,"$3,852",No,Premium,College,1/15/11,Unemployed,M,$0,Suburban,Single,111,33,76,0,1,Personal Auto,Personal L3,Offer3,Agent,$938,Four-Door Car,Small
PJ84431,California,"$7,647",No,Basic,High School or Below,11-12-02,Employed,M,"$91,512",Suburban,Married,189,6,86,0,1,Personal Auto,Personal L3,Offer3,Branch,$907,Luxury Car,Medsize
RW46214,Oregon,"$5,230",No,Basic,High School or Below,2/23/11,Medical Leave,F,"$26,540",Suburban,Divorced,69,13,65,1,5,Personal Auto,Personal L1,Offer2,Call Center,$331,Four-Door Car,Medsize
VP91482,Oregon,"$3,614",No,Basic,Bachelor,2/16/11,Unemployed,M,$0,Suburban,Single,103,35,76,0,1,Personal Auto,Personal L2,Offer1,Agent,$742,SUV,Medsize
DZ48278,Nevada,"$2,854",No,Basic,High School or Below,11-2-02,Employed,M,"$38,798",Urban,Married,72,24,48,0,1,Personal Auto,Personal L3,Offer2,Web,$333,Four-Door Car,Medsize
HC37968,Oregon,"$8,543",No,Basic,Bachelor,2/22/11,Unemployed,F,$0,Suburban,Married,117,0,6,0,4,Personal Auto,Personal L3,Offer1,Call Center,$562,Sports Car,Medsize
CQ15251,Oregon,"$5,150",No,Basic,Bachelor,11-5-01,Employed,F,"$65,629",Rural,Married,64,21,28,0,3,Personal Auto,Personal L3,Offer4,Call Center,$89,Four-Door Car,Large
QD36906,Nevada,"$8,724",No,Basic,Master,11-3-01,Employed,F,"$33,291",Rural,Married,73,30,2,1,2,Personal Auto,Personal L3,Offer1,Agent,$172,Four-Door Car,Medsize
BG95711,California,"$16,477",No,Extended,College,2/22/11,Employed,F,"$57,264",Rural,Divorced,84,0,30,1,2,Personal Auto,Personal L3,Offer1,Branch,$129,Four-Door Car,Medsize
HR44460,California,"$26,339",No,Basic,Bachelor,1/14/11,Employed,F,"$60,970",Rural,Divorced,110,20,10,0,2,Personal Auto,Personal L3,Offer1,Agent,$94,SUV,Medsize
NE57101,Oregon,"$4,244",No,Basic,College,2/21/11,Employed,M,"$34,220",Suburban,Married,109,23,71,1,1,Corporate Auto,Corporate L3,Offer2,Branch,$523,SUV,Medsize
UQ34669,Arizona,"$5,757",Yes,Basic,Master,1/31/11,Employed,M,"$88,997",Rural,Divorced,72,9,71,0,3,Personal Auto,Personal L3,Offer2,Branch,$174,Four-Door Car,Small
BL42392,Arizona,"$4,827",No,Basic,Doctor,2/20/11,Medical Leave,M,"$18,779",Urban,Married,63,10,65,0,4,Personal Auto,Personal L3,Offer3,Agent,$215,Four-Door Car,Large
WC52068,Oregon,"$8,093",Yes,Basic,College,11-5-02,Employed,M,"$50,825",Urban,Married,102,3,46,0,3,Corporate Auto,Corporate L3,Offer1,Agent,$370,SUV,Medsize
GB20532,Arizona,"$3,011",No,Extended,High School or Below,1/17/11,Unemployed,M,$0,Suburban,Single,86,18,41,0,1,Personal Auto,Personal L3,Offer1,Web,$569,Four-Door Car,Medsize
XS74432,California,"$8,664",No,Basic,High School or Below,2/22/11,Employed,F,"$29,218",Suburban,Married,72,33,40,0,2,Personal Auto,Personal L1,Offer3,Agent,$502,Four-Door Car,Medsize
YA10507,California,"$2,472",Yes,Basic,High School or Below,1/15/11,Employed,M,"$95,697",Rural,Married,61,16,55,0,1,Special Auto,Special L3,Offer2,Agent,$114,Two-Door Car,Medsize
NL59273,Oregon,"$5,627",No,Basic,Doctor,1/21/11,Employed,F,"$61,486",Urban,Married,70,2,65,0,3,Personal Auto,Personal L3,Offer2,Call Center,$334,Two-Door Car,Medsize
BZ81849,Arizona,"$7,494",No,Basic,Bachelor,11-6-02,Unemployed,F,$0,Suburban,Married,68,6,25,0,2,Personal Auto,Personal L3,Offer3,Call Center,$326,Four-Door Car,Medsize
MF83904,Oregon,"$5,453",No,Basic,Bachelor,11-12-01,Disabled,F,"$17,723",Suburban,Married,72,3,40,0,3,Personal Auto,Personal L3,Offer1,Agent,$346,Two-Door Car,Medsize
MH14039,California,"$2,592",Yes,Basic,High School or Below,11-2-01,Employed,M,"$72,421",Suburban,Married,65,8,23,0,1,Personal Auto,Personal L2,Offer2,Call Center,$312,Four-Door Car,Small
XJ26467,California,"$6,722",No,Extended,College,1/29/11,Employed,F,"$36,510",Urban,Married,84,10,36,0,6,Personal Auto,Personal L3,Offer1,Call Center,$287,Four-Door Car,Medsize
BC53546,Oregon,"$5,501",No,Basic,Bachelor,2/19/11,Employed,M,"$35,396",Suburban,Divorced,70,32,12,0,3,Personal Auto,Personal L3,Offer4,Call Center,$336,Two-Door Car,Medsize
KB58189,Oregon,"$2,551",No,Basic,College,11-10-02,Employed,F,"$69,230",Urban,Married,63,31,13,0,1,Special Auto,Special L2,Offer3,Agent,$283,Four-Door Car,Medsize
FF31523,Washington,"$7,772",No,Premium,Master,11-1-02,Employed,F,"$28,054",Urban,Married,195,1,63,1,1,Corporate Auto,Corporate L1,Offer3,Agent,$572,SUV,Medsize
EE98024,California,"$4,236",No,Premium,College,11-2-02,Medical Leave,F,"$25,866",Suburban,Married,109,20,56,0,1,Personal Auto,Personal L2,Offer1,Agent,$523,Four-Door Car,Small
QA50777,Oregon,"$9,025",No,Premium,Bachelor,1/17/11,Medical Leave,F,"$23,675",Suburban,Married,117,4,31,0,7,Personal Auto,Personal L2,Offer1,Branch,$708,Four-Door Car,Medsize
HW36182,California,"$2,616",No,Basic,Master,11-3-02,Unemployed,M,$0,Suburban,Married,71,22,45,0,1,Personal Auto,Personal L1,Offer2,Agent,$341,Two-Door Car,Medsize
SB64064,Nevada,"$2,396",Yes,Basic,Bachelor,11-10-01,Unemployed,F,$0,Suburban,Married,66,6,71,2,1,Personal Auto,Personal L3,Offer2,Call Center,$433,Four-Door Car,Large
MY60905,California,"$4,784",No,Basic,Bachelor,11-3-01,Unemployed,F,$0,Suburban,Single,68,16,81,0,6,Personal Auto,Personal L3,Offer1,Branch,$326,Two-Door Car,Medsize
FB77856,Nevada,"$3,874",Yes,Basic,College,1/20/11,Retired,M,"$28,142",Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,$702,Sports Car,Medsize
XQ93931,Oregon,"$7,806",No,Basic,College,2/27/11,Employed,M,"$23,706",Suburban,Married,68,1,56,1,2,Corporate Auto,Corporate L3,Offer3,Web,$326,Four-Door Car,Medsize
WA74455,Arizona,"$4,718",No,Extended,College,1/26/11,Unemployed,M,$0,Suburban,Married,131,0,80,0,1,Personal Auto,Personal L1,Offer2,Agent,$629,SUV,Large
GK98989,Washington,"$5,626",No,Extended,Bachelor,1/17/11,Unemployed,M,$0,Suburban,Single,85,34,31,0,3,Corporate Auto,Corporate L3,Offer2,Call Center,$872,Four-Door Car,Small
VA35421,Nevada,"$5,183",No,Basic,Master,11-2-02,Employed,F,"$83,527",Rural,Married,64,19,27,1,3,Personal Auto,Personal L1,Offer2,Branch,$39,Two-Door Car,Large
BB41401,Arizona,"$6,005",Yes,Extended,High School or Below,11-12-01,Employed,M,"$26,876",Suburban,Single,76,17,72,0,8,Personal Auto,Personal L3,Offer1,Agent,$365,Four-Door Car,Medsize
RQ16234,Arizona,"$9,838",No,Extended,High School or Below,2/16/11,Employed,F,"$55,099",Rural,Divorced,122,33,86,0,3,Corporate Auto,Corporate L3,Offer2,Branch,$260,Sports Car,Medsize
DO83789,Arizona,"$5,206",No,Basic,College,11-2-02,Employed,F,"$71,661",Suburban,Married,65,7,92,0,4,Personal Auto,Personal L3,Offer4,Branch,$312,Four-Door Car,Small
AK46006,Oregon,"$36,293",No,Extended,Bachelor,1/17/11,Medical Leave,M,"$18,047",Suburban,Married,242,5,50,0,2,Personal Auto,Personal L1,Offer1,Call Center,"$1,350",Luxury SUV,Medsize
CJ59481,Washington,"$2,837",No,Basic,College,2/28/11,Employed,M,"$90,893",Rural,Married,70,8,82,0,1,Personal Auto,Personal L3,Offer1,Agent,$71,Two-Door Car,Medsize
JL86651,Nevada,"$11,785",No,Premium,College,1/27/11,Employed,M,"$90,016",Rural,Married,102,28,34,4,2,Personal Auto,Personal L2,Offer1,Web,$20,Four-Door Car,Medsize
AN32867,California,"$3,125",No,Extended,Bachelor,2/19/11,Employed,M,"$81,285",Suburban,Single,81,18,2,2,1,Personal Auto,Personal L3,Offer1,Branch,$442,Four-Door Car,Medsize
AC67315,Nevada,"$13,862",No,Basic,Bachelor,2/21/11,Employed,F,"$96,950",Suburban,Married,115,20,74,0,2,Personal Auto,Personal L2,Offer4,Agent,$633,Sports Car,Large
XN90444,California,"$8,200",No,Basic,Doctor,1/22/11,Employed,M,"$24,814",Suburban,Single,69,31,48,0,2,Special Auto,Special L1,Offer2,Call Center,$331,Two-Door Car,Medsize
CZ72326,Oregon,"$8,456",No,Extended,High School or Below,1/14/11,Unemployed,F,$0,Suburban,Single,90,14,16,3,2,Corporate Auto,Corporate L3,Offer1,Agent,$648,Two-Door Car,Medsize
FG18525,Nevada,"$2,124",No,Basic,Bachelor,1/23/11,Unemployed,M,$0,Rural,Married,61,17,14,1,1,Personal Auto,Personal L3,Offer4,Web,$61,Two-Door Car,Medsize
HC25359,Oregon,"$9,045",No,Premium,Master,11-6-01,Employed,F,"$52,572",Urban,Divorced,113,30,22,0,3,Personal Auto,Personal L2,Offer1,Agent,$442,Four-Door Car,Medsize
SM39580,Arizona,"$3,187",No,Extended,Doctor,11-9-02,Unemployed,M,$0,Suburban,Married,85,27,29,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,$595,Two-Door Car,Large
UU81720,California,"$8,114",No,Basic,High School or Below,11-4-01,Employed,F,"$41,701",Rural,Married,68,16,74,0,2,Corporate Auto,Corporate L3,Offer1,Agent,$65,Four-Door Car,Medsize
WO53546,Oregon,"$34,039",No,Basic,College,1/28/11,Unemployed,M,$0,Suburban,Divorced,104,26,66,0,2,Personal Auto,Personal L3,Offer2,Agent,$499,Sports Car,Medsize
UH76249,Arizona,"$9,088",No,Extended,High School or Below,11-5-01,Unemployed,M,$0,Suburban,Married,80,7,77,0,2,Corporate Auto,Corporate L2,Offer1,Agent,$384,Four-Door Car,Medsize
YP79029,California,"$12,520",No,Basic,Bachelor,11-7-02,Employed,M,"$34,179",Suburban,Married,107,15,26,0,2,Corporate Auto,Corporate L3,Offer2,Web,$770,Sports Car,Medsize
HS79851,Oregon,"$6,057",Yes,Extended,Bachelor,2/14/11,Retired,M,"$27,681",Suburban,Married,83,13,62,0,9,Personal Auto,Personal L2,Offer2,Agent,$398,Two-Door Car,Medsize
YR49519,Arizona,"$4,967",No,Basic,Bachelor,1/29/11,Unemployed,M,$0,Suburban,Divorced,73,34,2,0,4,Corporate Auto,Corporate L3,Offer2,Branch,$359,Four-Door Car,Small
AN21193,Washington,"$6,933",No,Basic,Bachelor,11-10-01,Unemployed,F,$0,Suburban,Single,70,19,66,1,2,Personal Auto,Personal L3,Offer2,Agent,$504,Four-Door Car,Medsize
TS98462,Washington,"$22,399",No,Basic,High School or Below,1/15/11,Employed,F,"$78,494",Rural,Married,69,21,53,0,2,Personal Auto,Personal L3,Offer3,Branch,$78,Two-Door Car,Medsize
OB11898,Nevada,"$2,162",No,Basic,College,11-12-01,Unemployed,F,$0,Suburban,Single,66,18,95,2,1,Personal Auto,Personal L3,Offer1,Branch,$317,Two-Door Car,Medsize
RS85283,Oregon,"$21,777",No,Premium,Bachelor,1/16/11,Employed,M,"$56,044",Suburban,Married,182,27,32,0,2,Personal Auto,Personal L3,Offer1,Agent,$953,SUV,Small
NW19960,Oregon,"$9,095",Yes,Basic,College,11-11-01,Employed,M,"$37,937",Suburban,Married,116,11,42,0,5,Personal Auto,Personal L3,Offer2,Call Center,$557,SUV,Medsize
AI11191,Arizona,"$4,228",No,Basic,High School or Below,2/24/11,Employed,F,"$77,853",Rural,Single,106,12,76,0,1,Personal Auto,Personal L2,Offer1,Branch,$165,SUV,Medsize
PF24757,Arizona,"$6,521",Yes,Extended,College,11-9-01,Employed,F,"$72,608",Suburban,Married,82,26,19,3,8,Personal Auto,Personal L1,Offer2,Agent,$394,Four-Door Car,Medsize
NY20756,California,"$10,209",No,Extended,High School or Below,1/28/11,Employed,M,"$36,568",Suburban,Married,128,28,34,0,6,Personal Auto,Personal L3,Offer1,Agent,$979,SUV,Medsize
EU98982,Arizona,"$7,600",No,Basic,High School or Below,1/13/11,Unemployed,M,$0,Suburban,Single,110,17,58,2,3,Personal Auto,Personal L3,Offer2,Branch,$797,SUV,Medsize
GL54755,Washington,"$3,895",No,Extended,Bachelor,11-4-01,Employed,F,"$59,578",Urban,Married,98,1,50,1,1,Corporate Auto,Corporate L3,Offer1,Branch,$404,Four-Door Car,Medsize
UF13251,Oregon,"$8,511",No,Basic,High School or Below,2/26/11,Employed,M,"$26,032",Suburban,Married,109,18,25,0,3,Personal Auto,Personal L2,Offer2,Web,$638,SUV,Medsize
HK16676,Oregon,"$2,713",No,Basic,High School or Below,1/22/11,Employed,M,"$39,618",Suburban,Married,68,0,55,0,1,Corporate Auto,Corporate L3,Offer1,Agent,$326,Four-Door Car,Small
KF80571,Arizona,"$2,259",No,Basic,High School or Below,11-2-01,Unemployed,M,$0,Suburban,Single,65,8,47,0,1,Personal Auto,Personal L3,Offer3,Agent,$625,Four-Door Car,Medsize
XB43418,California,"$4,816",No,Extended,College,11-9-02,Employed,M,"$59,438",Urban,Single,124,33,55,0,1,Special Auto,Special L2,Offer3,Branch,$563,SUV,Small
IA78643,Washington,"$8,007",Yes,Basic,High School or Below,11-2-01,Unemployed,F,$0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,$538,Sports Car,Medsize
RI97135,Washington,"$3,009",No,Extended,Bachelor,11-7-01,Unemployed,M,$0,Urban,Single,87,2,55,0,1,Personal Auto,Personal L3,Offer1,Branch,$401,Four-Door Car,Medsize
HZ52656,Washington,"$2,531",Yes,Basic,Bachelor,1/21/11,Employed,F,"$89,451",Rural,Single,63,11,2,0,1,Personal Auto,Personal L3,Offer2,Web,$62,Four-Door Car,Medsize
BM71358,Arizona,"$10,787",No,Extended,High School or Below,11-3-01,Employed,M,"$44,695",Rural,Divorced,91,26,88,0,2,Personal Auto,Personal L3,Offer1,Call Center,$148,Four-Door Car,Medsize
DJ42087,California,"$11,924",No,Premium,High School or Below,1/16/11,Employed,F,"$24,581",Suburban,Married,101,2,86,0,2,Personal Auto,Personal L3,Offer1,Branch,$485,Four-Door Car,Medsize
NV98267,Arizona,"$5,186",No,Basic,Bachelor,11-4-01,Unemployed,M,$0,Urban,Married,73,27,95,1,6,Personal Auto,Personal L2,Offer2,Call Center,$195,Four-Door Car,Medsize
YD27780,Arizona,"$10,104",No,Extended,Bachelor,1/19/11,Employed,F,"$72,334",Urban,Married,129,26,66,3,6,Corporate Auto,Corporate L2,Offer3,Call Center,$413,SUV,Medsize
DZ38951,Oregon,"$6,439",No,Extended,High School or Below,2/17/11,Medical Leave,M,"$19,831",Suburban,Married,83,8,88,0,7,Personal Auto,Personal L2,Offer1,Agent,$398,Four-Door Car,Medsize
VO84133,California,"$3,910",No,Extended,High School or Below,11-8-02,Employed,M,"$40,361",Rural,Married,98,3,98,0,1,Personal Auto,Personal L3,Offer2,Branch,$71,Four-Door Car,Medsize
FP86246,California,"$13,211",No,Premium,Bachelor,1/31/11,Employed,M,"$74,656",Urban,Divorced,111,0,6,0,2,Personal Auto,Personal L2,Offer3,Call Center,$504,Four-Door Car,Medsize
YA37626,Oregon,"$14,616",No,Extended,Master,11-5-01,Employed,M,"$25,358",Suburban,Single,126,1,13,0,2,Personal Auto,Personal L1,Offer4,Branch,$751,SUV,Medsize
XW54288,California,"$3,732",No,Extended,Bachelor,11-10-02,Employed,M,"$35,461",Rural,Married,95,26,57,1,1,Corporate Auto,Corporate L3,Offer1,Agent,$9,Four-Door Car,Medsize
ET81343,California,"$8,751",No,Extended,Doctor,1/21/11,Employed,M,"$59,047",Suburban,Divorced,76,2,73,3,2,Personal Auto,Personal L3,Offer1,Web,$365,Four-Door Car,Medsize
CW57351,Nevada,"$10,663",No,Extended,College,1/24/11,Employed,F,"$62,409",Urban,Divorced,89,16,50,0,2,Personal Auto,Personal L2,Offer2,Agent,$393,Four-Door Car,Small
EV39201,California,"$3,861",Yes,Extended,College,11-6-01,Employed,F,"$93,272",Urban,Married,95,3,54,0,1,Personal Auto,Personal L3,Offer2,Branch,$281,Four-Door Car,Medsize
YV40022,California,"$9,808",No,Extended,College,1/18/11,Unemployed,F,$0,Suburban,Married,135,18,48,0,4,Personal Auto,Personal L3,Offer1,Branch,$970,Sports Car,Medsize
IX44049,Oregon,"$3,253",No,Extended,Bachelor,1/29/11,Employed,M,"$20,166",Suburban,Married,83,19,28,0,1,Personal Auto,Personal L3,Offer4,Call Center,$398,Two-Door Car,Medsize
DI51103,Washington,"$2,712",No,Basic,High School or Below,11-11-02,Unemployed,F,$0,Suburban,Single,74,13,68,0,1,Personal Auto,Personal L1,Offer2,Call Center,$355,Four-Door Car,Small
